,range2,count2,Frequency2
52,"(3120, 3180]",80,1.3333333333333333
53,"(3180, 3240]",67,1.1166666666666667
54,"(3240, 3300]",67,1.1166666666666667
55,"(3300, 3360]",58,0.9666666666666667
56,"(3360, 3420]",59,0.9833333333333333
57,"(3420, 3480]",57,0.95
58,"(3480, 3540]",64,1.0666666666666667
59,"(3540, 3600]",60,1.0
60,"(3600, 3660]",77,1.2833333333333334
61,"(3660, 3720]",44,0.7333333333333333
62,"(3720, 3780]",49,0.8166666666666667
63,"(3780, 3840]",62,1.0333333333333334
64,"(3840, 3900]",78,1.3
65,"(3900, 3960]",47,0.7833333333333333
66,"(3960, 4020]",52,0.8666666666666667
67,"(4020, 4080]",58,0.9666666666666667
68,"(4080, 4140]",64,1.0666666666666667
69,"(4140, 4200]",64,1.0666666666666667
70,"(4200, 4260]",51,0.85
71,"(4260, 4320]",50,0.8333333333333334
72,"(4320, 4380]",74,1.2333333333333334
73,"(4380, 4440]",42,0.7
74,"(4440, 4500]",51,0.85
75,"(4500, 4560]",92,1.5333333333333334
76,"(4560, 4620]",43,0.7166666666666667
77,"(4620, 4680]",58,0.9666666666666667
78,"(4680, 4740]",34,0.5666666666666667
79,"(4740, 4800]",41,0.6833333333333333
80,"(4800, 4860]",45,0.75
81,"(4860, 4920]",48,0.8
82,"(4920, 4980]",75,1.25
83,"(4980, 5040]",54,0.9
84,"(5040, 5100]",25,0.4166666666666667
85,"(5100, 5160]",26,0.43333333333333335
86,"(5160, 5220]",11,0.18333333333333332
87,"(5220, 5280]",23,0.38333333333333336
88,"(5280, 5340]",29,0.48333333333333334
89,"(5340, 5400]",21,0.35
90,"(5400, 5460]",17,0.2833333333333333
91,"(5460, 5520]",11,0.18333333333333332
92,"(5520, 5580]",29,0.48333333333333334
93,"(5580, 5640]",50,0.8333333333333334
94,"(5640, 5700]",64,1.0666666666666667
95,"(5700, 5760]",46,0.7666666666666667
96,"(5760, 5820]",43,0.7166666666666667
97,"(5820, 5880]",50,0.8333333333333334
98,"(5880, 5940]",106,1.7666666666666666
99,"(5940, 6000]",30,0.5
100,"(6000, 6060]",51,0.85
101,"(6060, 6120]",15,0.25
102,"(6120, 6180]",96,1.6
103,"(6180, 6240]",81,1.35
104,"(6240, 6300]",84,1.4
105,"(6300, 6360]",44,0.7333333333333333
106,"(6360, 6420]",79,1.3166666666666667
107,"(6420, 6480]",86,1.4333333333333333
108,"(6480, 6540]",120,2.0
109,"(6540, 6600]",92,1.5333333333333334
110,"(6600, 6660]",96,1.6
111,"(6660, 6720]",90,1.5
112,"(6720, 6780]",58,0.9666666666666667
113,"(6780, 6840]",139,2.316666666666667
114,"(6840, 6900]",237,3.95
115,"(6900, 6960]",249,4.15
116,"(6960, 7020]",389,6.483333333333333
117,"(7020, 7080]",21,0.35
118,"(7080, 7140]",27,0.45
119,"(7140, 7200]",39,0.65
120,"(7200, 7260]",71,1.1833333333333333
121,"(7260, 7320]",58,0.9666666666666667
122,"(7320, 7380]",65,1.0833333333333333
123,"(7380, 7440]",49,0.8166666666666667
124,"(7440, 7500]",62,1.0333333333333334
125,"(7500, 7560]",44,0.7333333333333333
126,"(7560, 7620]",54,0.9
127,"(7620, 7680]",52,0.8666666666666667
128,"(7680, 7740]",24,0.4
129,"(7740, 7800]",51,0.85
130,"(7800, 7860]",37,0.6166666666666667
131,"(7860, 7920]",57,0.95
132,"(7920, 7980]",37,0.6166666666666667
133,"(7980, 8040]",58,0.9666666666666667
134,"(8040, 8100]",54,0.9
135,"(8100, 8160]",50,0.8333333333333334
136,"(8160, 8220]",57,0.95
137,"(8220, 8280]",40,0.6666666666666666
138,"(8280, 8340]",27,0.45
139,"(8340, 8400]",51,0.85
140,"(8400, 8460]",51,0.85
141,"(8460, 8520]",59,0.9833333333333333
142,"(8520, 8580]",21,0.35
143,"(8580, 8640]",10,0.16666666666666666
144,"(8640, 8700]",3,0.05
145,"(8700, 8760]",15,0.25
146,"(8760, 8820]",2,0.03333333333333333
147,"(8820, 8880]",3,0.05
148,"(8880, 8940]",4,0.06666666666666667
149,"(8940, 9000]",1,0.016666666666666666
150,"(9000, 9060]",0,0.0
151,"(9060, 9120]",4,0.06666666666666667
152,"(9120, 9180]",1,0.016666666666666666
153,"(9180, 9240]",1,0.016666666666666666
154,"(9240, 9300]",0,0.0
155,"(9300, 9360]",1,0.016666666666666666
156,"(9360, 9420]",10,0.16666666666666666
157,"(9420, 9480]",22,0.36666666666666664
158,"(9480, 9540]",37,0.6166666666666667
159,"(9540, 9600]",65,1.0833333333333333
160,"(9600, 9660]",52,0.8666666666666667
161,"(9660, 9720]",34,0.5666666666666667
162,"(9720, 9780]",36,0.6
163,"(9780, 9840]",49,0.8166666666666667
164,"(9840, 9900]",12,0.2
165,"(9900, 9960]",5,0.08333333333333333
166,"(9960, 10020]",28,0.4666666666666667
167,"(10020, 10080]",34,0.5666666666666667
168,"(10080, 10140]",29,0.48333333333333334
169,"(10140, 10200]",51,0.85
170,"(10200, 10260]",47,0.7833333333333333
171,"(10260, 10320]",53,0.8833333333333333
172,"(10320, 10380]",22,0.36666666666666664
173,"(10380, 10440]",31,0.5166666666666667
174,"(10440, 10500]",9,0.15
175,"(10500, 10560]",10,0.16666666666666666
176,"(10560, 10620]",4,0.06666666666666667
177,"(10620, 10680]",10,0.16666666666666666
178,"(10680, 10740]",9,0.15
179,"(10740, 10800]",2,0.03333333333333333
180,"(10800, 10860]",6,0.1
181,"(10860, 10920]",3,0.05
182,"(10920, 10980]",29,0.48333333333333334
183,"(10980, 11040]",53,0.8833333333333333
184,"(11040, 11100]",84,1.4
185,"(11100, 11160]",44,0.7333333333333333
186,"(11160, 11220]",52,0.8666666666666667
187,"(11220, 11280]",42,0.7
188,"(11280, 11340]",31,0.5166666666666667
189,"(11340, 11400]",29,0.48333333333333334
190,"(11400, 11460]",15,0.25
191,"(11460, 11520]",21,0.35
192,"(11520, 11580]",18,0.3
193,"(11580, 11640]",23,0.38333333333333336
194,"(11640, 11700]",33,0.55
195,"(11700, 11760]",67,1.1166666666666667
196,"(11760, 11820]",56,0.9333333333333333
197,"(11820, 11880]",26,0.43333333333333335
198,"(11880, 11940]",53,0.8833333333333333
199,"(11940, 12000]",51,0.85
200,"(12000, 12060]",39,0.65
201,"(12060, 12120]",42,0.7
202,"(12120, 12180]",45,0.75
203,"(12180, 12240]",40,0.6666666666666666
204,"(12240, 12300]",23,0.38333333333333336
205,"(12300, 12360]",23,0.38333333333333336
206,"(12360, 12420]",20,0.3333333333333333
207,"(12420, 12480]",10,0.16666666666666666
208,"(12480, 12540]",25,0.4166666666666667
209,"(12540, 12600]",12,0.2
210,"(12600, 12660]",24,0.4
211,"(12660, 12720]",30,0.5
212,"(12720, 12780]",36,0.6
213,"(12780, 12840]",32,0.5333333333333333
214,"(12840, 12900]",44,0.7333333333333333
215,"(12900, 12960]",37,0.6166666666666667
216,"(12960, 13020]",59,0.9833333333333333
217,"(13020, 13080]",14,0.23333333333333334
218,"(13080, 13140]",9,0.15
219,"(13140, 13200]",36,0.6
220,"(13200, 13260]",27,0.45
221,"(13260, 13320]",18,0.3
222,"(13320, 13380]",79,1.3166666666666667
223,"(13380, 13440]",111,1.85
224,"(13440, 13500]",52,0.8666666666666667
225,"(13500, 13560]",51,0.85
226,"(13560, 13620]",23,0.38333333333333336
227,"(13620, 13680]",15,0.25
228,"(13680, 13740]",12,0.2
229,"(13740, 13800]",32,0.5333333333333333
230,"(13800, 13860]",19,0.31666666666666665
231,"(13860, 13920]",10,0.16666666666666666
232,"(13920, 13980]",13,0.21666666666666667
233,"(13980, 14040]",9,0.15
234,"(14040, 14100]",3,0.05
235,"(14100, 14160]",33,0.55
236,"(14160, 14220]",35,0.5833333333333334
237,"(14220, 14280]",46,0.7666666666666667
238,"(14280, 14340]",30,0.5
239,"(14340, 14400]",13,0.21666666666666667
240,"(14400, 14460]",47,0.7833333333333333
241,"(14460, 14520]",35,0.5833333333333334
242,"(14520, 14580]",100,1.6666666666666667
243,"(14580, 14640]",25,0.4166666666666667
244,"(14640, 14700]",20,0.3333333333333333
245,"(14700, 14760]",49,0.8166666666666667
246,"(14760, 14820]",31,0.5166666666666667
247,"(14820, 14880]",35,0.5833333333333334
248,"(14880, 14940]",26,0.43333333333333335
249,"(14940, 15000]",18,0.3
250,"(15000, 15060]",7,0.11666666666666667
251,"(15060, 15120]",3,0.05
252,"(15120, 15180]",3,0.05
253,"(15180, 15240]",6,0.1
254,"(15240, 15300]",3,0.05
255,"(15300, 15360]",2,0.03333333333333333
256,"(15360, 15420]",8,0.13333333333333333
257,"(15420, 15480]",11,0.18333333333333332
258,"(15480, 15540]",6,0.1
259,"(15540, 15600]",33,0.55
260,"(15600, 15660]",34,0.5666666666666667
261,"(15660, 15720]",21,0.35
262,"(15720, 15780]",28,0.4666666666666667
263,"(15780, 15840]",74,1.2333333333333334
264,"(15840, 15900]",16,0.26666666666666666
265,"(15900, 15960]",18,0.3
266,"(15960, 16020]",26,0.43333333333333335
267,"(16020, 16080]",27,0.45
268,"(16080, 16140]",35,0.5833333333333334
269,"(16140, 16200]",31,0.5166666666666667
270,"(16200, 16260]",9,0.15
271,"(16260, 16320]",27,0.45
272,"(16320, 16380]",39,0.65
273,"(16380, 16440]",14,0.23333333333333334
274,"(16440, 16500]",41,0.6833333333333333
275,"(16500, 16560]",99,1.65
276,"(16560, 16620]",80,1.3333333333333333
277,"(16620, 16680]",76,1.2666666666666666
278,"(16680, 16740]",98,1.6333333333333333
279,"(16740, 16800]",50,0.8333333333333334
280,"(16800, 16860]",102,1.7
281,"(16860, 16920]",118,1.9666666666666666
282,"(16920, 16980]",33,0.55
283,"(16980, 17040]",35,0.5833333333333334
284,"(17040, 17100]",59,0.9833333333333333
285,"(17100, 17160]",78,1.3
286,"(17160, 17220]",115,1.9166666666666667
287,"(17220, 17280]",108,1.8
288,"(17280, 17340]",48,0.8
289,"(17340, 17400]",60,1.0
290,"(17400, 17460]",72,1.2
291,"(17460, 17520]",76,1.2666666666666666
292,"(17520, 17580]",9,0.15
293,"(17580, 17640]",4,0.06666666666666667
294,"(17640, 17700]",5,0.08333333333333333
295,"(17700, 17760]",6,0.1
296,"(17760, 17820]",3,0.05
297,"(17820, 17880]",52,0.8666666666666667
298,"(17880, 17940]",69,1.15
299,"(17940, 18000]",175,2.9166666666666665
300,"(18000, 18060]",132,2.2
301,"(18060, 18120]",70,1.1666666666666667
302,"(18120, 18180]",90,1.5
303,"(18180, 18240]",67,1.1166666666666667
304,"(18240, 18300]",59,0.9833333333333333
305,"(18300, 18360]",53,0.8833333333333333
306,"(18360, 18420]",31,0.5166666666666667
307,"(18420, 18480]",39,0.65
308,"(18480, 18540]",50,0.8333333333333334
309,"(18540, 18600]",45,0.75
310,"(18600, 18660]",29,0.48333333333333334
311,"(18660, 18720]",29,0.48333333333333334
312,"(18720, 18780]",54,0.9
313,"(18780, 18840]",41,0.6833333333333333
314,"(18840, 18900]",28,0.4666666666666667
315,"(18900, 18960]",11,0.18333333333333332
316,"(18960, 19020]",33,0.55
317,"(19020, 19080]",13,0.21666666666666667
318,"(19080, 19140]",48,0.8
319,"(19140, 19200]",46,0.7666666666666667
320,"(19200, 19260]",60,1.0
321,"(19260, 19320]",19,0.31666666666666665
322,"(19320, 19380]",7,0.11666666666666667
323,"(19380, 19440]",12,0.2
324,"(19440, 19500]",32,0.5333333333333333
325,"(19500, 19560]",54,0.9
326,"(19560, 19620]",54,0.9
327,"(19620, 19680]",28,0.4666666666666667
328,"(19680, 19740]",47,0.7833333333333333
329,"(19740, 19800]",46,0.7666666666666667
330,"(19800, 19860]",26,0.43333333333333335
331,"(19860, 19920]",26,0.43333333333333335
332,"(19920, 19980]",37,0.6166666666666667
333,"(19980, 20040]",9,0.15
334,"(20040, 20100]",20,0.3333333333333333
335,"(20100, 20160]",15,0.25
336,"(20160, 20220]",66,1.1
337,"(20220, 20280]",62,1.0333333333333334
338,"(20280, 20340]",30,0.5
339,"(20340, 20400]",12,0.2
340,"(20400, 20460]",40,0.6666666666666666
341,"(20460, 20520]",111,1.85
342,"(20520, 20580]",16,0.26666666666666666
343,"(20580, 20640]",30,0.5
344,"(20640, 20700]",18,0.3
345,"(20700, 20760]",30,0.5
346,"(20760, 20820]",39,0.65
347,"(20820, 20880]",53,0.8833333333333333
348,"(20880, 20940]",34,0.5666666666666667
349,"(20940, 21000]",35,0.5833333333333334
350,"(21000, 21060]",41,0.6833333333333333
351,"(21060, 21120]",21,0.35
352,"(21120, 21180]",39,0.65
353,"(21180, 21240]",26,0.43333333333333335
354,"(21240, 21300]",41,0.6833333333333333
355,"(21300, 21360]",29,0.48333333333333334
356,"(21360, 21420]",56,0.9333333333333333
357,"(21420, 21480]",31,0.5166666666666667
358,"(21480, 21540]",9,0.15
359,"(21540, 21600]",41,0.6833333333333333
360,"(21600, 21660]",54,0.9
361,"(21660, 21720]",93,1.55
362,"(21720, 21780]",30,0.5
363,"(21780, 21840]",55,0.9166666666666666
364,"(21840, 21900]",35,0.5833333333333334
365,"(21900, 21960]",47,0.7833333333333333
366,"(21960, 22020]",54,0.9
367,"(22020, 22080]",52,0.8666666666666667
368,"(22080, 22140]",49,0.8166666666666667
369,"(22140, 22200]",44,0.7333333333333333
