,range,count,Frequency1
98,"(5880, 5940]",275,4.583333333333333
99,"(5940, 6000]",232,3.8666666666666667
100,"(6000, 6060]",29,0.48333333333333334
101,"(6060, 6120]",1,0.016666666666666666
102,"(6120, 6180]",22,0.36666666666666664
103,"(6180, 6240]",726,12.1
104,"(6240, 6300]",798,13.3
105,"(6300, 6360]",774,12.9
106,"(6360, 6420]",789,13.15
107,"(6420, 6480]",704,11.733333333333333
108,"(6480, 6540]",1703,28.383333333333333
109,"(6540, 6600]",1036,17.266666666666666
110,"(6600, 6660]",1352,22.533333333333335
111,"(6660, 6720]",689,11.483333333333333
112,"(6720, 6780]",959,15.983333333333333
113,"(6780, 6840]",665,11.083333333333334
114,"(6840, 6900]",0,0.0
115,"(6900, 6960]",64,1.0666666666666667
116,"(6960, 7020]",426,7.1
117,"(7020, 7080]",3,0.05
118,"(7080, 7140]",92,1.5333333333333334
119,"(7140, 7200]",36,0.6
120,"(7200, 7260]",201,3.35
121,"(7260, 7320]",0,0.0
122,"(7320, 7380]",267,4.45
123,"(7380, 7440]",300,5.0
124,"(7440, 7500]",48,0.8
125,"(7500, 7560]",927,15.45
126,"(7560, 7620]",479,7.983333333333333
127,"(7620, 7680]",1731,28.85
128,"(7680, 7740]",1043,17.383333333333333
129,"(7740, 7800]",626,10.433333333333334
130,"(7800, 7860]",688,11.466666666666667
131,"(7860, 7920]",754,12.566666666666666
132,"(7920, 7980]",231,3.85
133,"(7980, 8040]",260,4.333333333333333
134,"(8040, 8100]",0,0.0
135,"(8100, 8160]",169,2.816666666666667
136,"(8160, 8220]",1068,17.8
137,"(8220, 8280]",1092,18.2
138,"(8280, 8340]",762,12.7
139,"(8340, 8400]",631,10.516666666666667
140,"(8400, 8460]",19,0.31666666666666665
141,"(8460, 8520]",15,0.25
142,"(8520, 8580]",469,7.816666666666666
143,"(8580, 8640]",252,4.2
144,"(8640, 8700]",30,0.5
145,"(8700, 8760]",31,0.5166666666666667
146,"(8760, 8820]",82,1.3666666666666667
147,"(8820, 8880]",0,0.0
148,"(8880, 8940]",590,9.833333333333334
149,"(8940, 9000]",797,13.283333333333333
150,"(9000, 9060]",818,13.633333333333333
151,"(9060, 9120]",361,6.016666666666667
152,"(9120, 9180]",775,12.916666666666666
153,"(9180, 9240]",457,7.616666666666666
154,"(9240, 9300]",65,1.0833333333333333
155,"(9300, 9360]",98,1.6333333333333333
156,"(9360, 9420]",0,0.0
157,"(9420, 9480]",53,0.8833333333333333
158,"(9480, 9540]",0,0.0
159,"(9540, 9600]",0,0.0
160,"(9600, 9660]",94,1.5666666666666667
161,"(9660, 9720]",656,10.933333333333334
162,"(9720, 9780]",93,1.55
163,"(9780, 9840]",261,4.35
164,"(9840, 9900]",217,3.6166666666666667
165,"(9900, 9960]",64,1.0666666666666667
166,"(9960, 10020]",0,0.0
167,"(10020, 10080]",1,0.016666666666666666
168,"(10080, 10140]",7,0.11666666666666667
169,"(10140, 10200]",323,5.383333333333334
170,"(10200, 10260]",1634,27.233333333333334
171,"(10260, 10320]",796,13.266666666666667
172,"(10320, 10380]",48,0.8
173,"(10380, 10440]",17,0.2833333333333333
174,"(10440, 10500]",33,0.55
175,"(10500, 10560]",22,0.36666666666666664
176,"(10560, 10620]",378,6.3
177,"(10620, 10680]",39,0.65
178,"(10680, 10740]",577,9.616666666666667
179,"(10740, 10800]",872,14.533333333333333
180,"(10800, 10860]",1086,18.1
181,"(10860, 10920]",755,12.583333333333334
182,"(10920, 10980]",145,2.4166666666666665
183,"(10980, 11040]",4,0.06666666666666667
184,"(11040, 11100]",26,0.43333333333333335
185,"(11100, 11160]",306,5.1
186,"(11160, 11220]",289,4.816666666666666
187,"(11220, 11280]",946,15.766666666666667
188,"(11280, 11340]",449,7.483333333333333
189,"(11340, 11400]",148,2.466666666666667
190,"(11400, 11460]",435,7.25
191,"(11460, 11520]",262,4.366666666666666
192,"(11520, 11580]",197,3.283333333333333
193,"(11580, 11640]",431,7.183333333333334
194,"(11640, 11700]",396,6.6
195,"(11700, 11760]",143,2.3833333333333333
196,"(11760, 11820]",4,0.06666666666666667
197,"(11820, 11880]",573,9.55
198,"(11880, 11940]",150,2.5
199,"(11940, 12000]",1162,19.366666666666667
200,"(12000, 12060]",1451,24.183333333333334
201,"(12060, 12120]",240,4.0
202,"(12120, 12180]",664,11.066666666666666
203,"(12180, 12240]",336,5.6
204,"(12240, 12300]",268,4.466666666666667
205,"(12300, 12360]",944,15.733333333333333
206,"(12360, 12420]",434,7.233333333333333
207,"(12420, 12480]",699,11.65
208,"(12480, 12540]",1447,24.116666666666667
209,"(12540, 12600]",903,15.05
210,"(12600, 12660]",597,9.95
211,"(12660, 12720]",827,13.783333333333333
212,"(12720, 12780]",1002,16.7
213,"(12780, 12840]",415,6.916666666666667
214,"(12840, 12900]",10,0.16666666666666666
215,"(12900, 12960]",1,0.016666666666666666
216,"(12960, 13020]",90,1.5
217,"(13020, 13080]",561,9.35
218,"(13080, 13140]",1564,26.066666666666666
219,"(13140, 13200]",1354,22.566666666666666
220,"(13200, 13260]",1046,17.433333333333334
221,"(13260, 13320]",863,14.383333333333333
222,"(13320, 13380]",1274,21.233333333333334
223,"(13380, 13440]",1417,23.616666666666667
224,"(13440, 13500]",2312,38.53333333333333
225,"(13500, 13560]",808,13.466666666666667
226,"(13560, 13620]",298,4.966666666666667
227,"(13620, 13680]",246,4.1
228,"(13680, 13740]",1072,17.866666666666667
229,"(13740, 13800]",1384,23.066666666666666
230,"(13800, 13860]",6,0.1
231,"(13860, 13920]",189,3.15
232,"(13920, 13980]",136,2.2666666666666666
233,"(13980, 14040]",892,14.866666666666667
234,"(14040, 14100]",1826,30.433333333333334
235,"(14100, 14160]",404,6.733333333333333
236,"(14160, 14220]",485,8.083333333333334
237,"(14220, 14280]",507,8.45
238,"(14280, 14340]",717,11.95
239,"(14340, 14400]",2483,41.38333333333333
240,"(14400, 14460]",2710,45.166666666666664
241,"(14460, 14520]",2645,44.083333333333336
242,"(14520, 14580]",1379,22.983333333333334
243,"(14580, 14640]",938,15.633333333333333
244,"(14640, 14700]",834,13.9
245,"(14700, 14760]",865,14.416666666666666
246,"(14760, 14820]",613,10.216666666666667
247,"(14820, 14880]",882,14.7
248,"(14880, 14940]",990,16.5
249,"(14940, 15000]",800,13.333333333333334
250,"(15000, 15060]",1211,20.183333333333334
251,"(15060, 15120]",1128,18.8
252,"(15120, 15180]",851,14.183333333333334
253,"(15180, 15240]",1193,19.883333333333333
254,"(15240, 15300]",1032,17.2
255,"(15300, 15360]",937,15.616666666666667
256,"(15360, 15420]",938,15.633333333333333
257,"(15420, 15480]",812,13.533333333333333
258,"(15480, 15540]",992,16.533333333333335
259,"(15540, 15600]",1057,17.616666666666667
260,"(15600, 15660]",1091,18.183333333333334
261,"(15660, 15720]",1118,18.633333333333333
262,"(15720, 15780]",893,14.883333333333333
263,"(15780, 15840]",1145,19.083333333333332
264,"(15840, 15900]",1305,21.75
265,"(15900, 15960]",320,5.333333333333333
266,"(15960, 16020]",873,14.55
267,"(16020, 16080]",692,11.533333333333333
268,"(16080, 16140]",679,11.316666666666666
269,"(16140, 16200]",349,5.816666666666666
270,"(16200, 16260]",610,10.166666666666666
271,"(16260, 16320]",964,16.066666666666666
272,"(16320, 16380]",624,10.4
273,"(16380, 16440]",895,14.916666666666666
274,"(16440, 16500]",390,6.5
275,"(16500, 16560]",576,9.6
276,"(16560, 16620]",112,1.8666666666666667
277,"(16620, 16680]",388,6.466666666666667
278,"(16680, 16740]",631,10.516666666666667
279,"(16740, 16800]",504,8.4
280,"(16800, 16860]",166,2.7666666666666666
281,"(16860, 16920]",540,9.0
282,"(16920, 16980]",147,2.45
283,"(16980, 17040]",853,14.216666666666667
284,"(17040, 17100]",709,11.816666666666666
285,"(17100, 17160]",542,9.033333333333333
286,"(17160, 17220]",233,3.8833333333333333
287,"(17220, 17280]",0,0.0
288,"(17280, 17340]",98,1.6333333333333333
289,"(17340, 17400]",1807,30.116666666666667
290,"(17400, 17460]",2160,36.0
291,"(17460, 17520]",522,8.7
292,"(17520, 17580]",564,9.4
293,"(17580, 17640]",67,1.1166666666666667
294,"(17640, 17700]",1,0.016666666666666666
295,"(17700, 17760]",11,0.18333333333333332
296,"(17760, 17820]",4,0.06666666666666667
297,"(17820, 17880]",458,7.633333333333334
298,"(17880, 17940]",668,11.133333333333333
299,"(17940, 18000]",534,8.9
300,"(18000, 18060]",49,0.8166666666666667
301,"(18060, 18120]",568,9.466666666666667
302,"(18120, 18180]",1588,26.466666666666665
303,"(18180, 18240]",946,15.766666666666667
304,"(18240, 18300]",888,14.8
305,"(18300, 18360]",154,2.566666666666667
306,"(18360, 18420]",728,12.133333333333333
307,"(18420, 18480]",1228,20.466666666666665
308,"(18480, 18540]",545,9.083333333333334
309,"(18540, 18600]",860,14.333333333333334
310,"(18600, 18660]",861,14.35
311,"(18660, 18720]",0,0.0
312,"(18720, 18780]",1332,22.2
313,"(18780, 18840]",754,12.566666666666666
314,"(18840, 18900]",921,15.35
315,"(18900, 18960]",933,15.55
316,"(18960, 19020]",1072,17.866666666666667
317,"(19020, 19080]",1676,27.933333333333334
318,"(19080, 19140]",1925,32.083333333333336
319,"(19140, 19200]",1733,28.883333333333333
320,"(19200, 19260]",2019,33.65
321,"(19260, 19320]",1822,30.366666666666667
322,"(19320, 19380]",1242,20.7
