,range2,count2,Frequency2
350,"(21000, 21060]",221,3.683333333333333
351,"(21060, 21120]",430,7.166666666666667
352,"(21120, 21180]",1192,19.866666666666667
353,"(21180, 21240]",1592,26.533333333333335
354,"(21240, 21300]",746,12.433333333333334
355,"(21300, 21360]",1228,20.466666666666665
356,"(21360, 21420]",920,15.333333333333334
357,"(21420, 21480]",747,12.45
358,"(21480, 21540]",895,14.916666666666666
359,"(21540, 21600]",626,10.433333333333334
360,"(21600, 21660]",944,15.733333333333333
361,"(21660, 21720]",1014,16.9
362,"(21720, 21780]",557,9.283333333333333
363,"(21780, 21840]",1180,19.666666666666668
364,"(21840, 21900]",826,13.766666666666667
365,"(21900, 21960]",795,13.25
366,"(21960, 22020]",678,11.3
367,"(22020, 22080]",403,6.716666666666667
368,"(22080, 22140]",529,8.816666666666666
369,"(22140, 22200]",914,15.233333333333333
370,"(22200, 22260]",775,12.916666666666666
371,"(22260, 22320]",447,7.45
372,"(22320, 22380]",529,8.816666666666666
373,"(22380, 22440]",894,14.9
