,range2,count2,Frequency2
0,"(0, 60]",373,6.216666666666667
1,"(60, 120]",632,10.533333333333333
2,"(120, 180]",89,1.4833333333333334
3,"(180, 240]",45,0.75
4,"(240, 300]",14,0.23333333333333334
5,"(300, 360]",114,1.9
6,"(360, 420]",38,0.6333333333333333
7,"(420, 480]",158,2.6333333333333333
8,"(480, 540]",1736,28.933333333333334
9,"(540, 600]",955,15.916666666666666
10,"(600, 660]",942,15.7
11,"(660, 720]",1267,21.116666666666667
12,"(720, 780]",585,9.75
13,"(780, 840]",1230,20.5
14,"(840, 900]",530,8.833333333333334
15,"(900, 960]",434,7.233333333333333
16,"(960, 1020]",601,10.016666666666667
17,"(1020, 1080]",570,9.5
18,"(1080, 1140]",166,2.7666666666666666
19,"(1140, 1200]",486,8.1
20,"(1200, 1260]",616,10.266666666666667
21,"(1260, 1320]",12,0.2
22,"(1320, 1380]",671,11.183333333333334
23,"(1380, 1440]",338,5.633333333333334
24,"(1440, 1500]",776,12.933333333333334
25,"(1500, 1560]",825,13.75
26,"(1560, 1620]",783,13.05
27,"(1620, 1680]",436,7.266666666666667
28,"(1680, 1740]",172,2.8666666666666667
29,"(1740, 1800]",1103,18.383333333333333
30,"(1800, 1860]",1926,32.1
31,"(1860, 1920]",2632,43.86666666666667
32,"(1920, 1980]",2081,34.68333333333333
33,"(1980, 2040]",578,9.633333333333333
34,"(2040, 2100]",442,7.366666666666666
35,"(2100, 2160]",107,1.7833333333333334
36,"(2160, 2220]",5,0.08333333333333333
37,"(2220, 2280]",413,6.883333333333334
38,"(2280, 2340]",865,14.416666666666666
39,"(2340, 2400]",441,7.35
40,"(2400, 2460]",288,4.8
41,"(2460, 2520]",26,0.43333333333333335
42,"(2520, 2580]",85,1.4166666666666667
43,"(2580, 2640]",7,0.11666666666666667
44,"(2640, 2700]",603,10.05
45,"(2700, 2760]",2656,44.266666666666666
46,"(2760, 2820]",544,9.066666666666666
47,"(2820, 2880]",354,5.9
48,"(2880, 2940]",574,9.566666666666666
49,"(2940, 3000]",166,2.7666666666666666
50,"(3000, 3060]",122,2.033333333333333
51,"(3060, 3120]",872,14.533333333333333
52,"(3120, 3180]",856,14.266666666666667
53,"(3180, 3240]",2380,39.666666666666664
54,"(3240, 3300]",2410,40.166666666666664
55,"(3300, 3360]",2213,36.88333333333333
56,"(3360, 3420]",1783,29.716666666666665
57,"(3420, 3480]",2981,49.68333333333333
58,"(3480, 3540]",1812,30.2
59,"(3540, 3600]",477,7.95
60,"(3600, 3660]",31,0.5166666666666667
61,"(3660, 3720]",202,3.3666666666666667
62,"(3720, 3780]",150,2.5
63,"(3780, 3840]",0,0.0
64,"(3840, 3900]",588,9.8
65,"(3900, 3960]",746,12.433333333333334
66,"(3960, 4020]",56,0.9333333333333333
67,"(4020, 4080]",8,0.13333333333333333
68,"(4080, 4140]",433,7.216666666666667
69,"(4140, 4200]",14,0.23333333333333334
70,"(4200, 4260]",290,4.833333333333333
71,"(4260, 4320]",173,2.8833333333333333
72,"(4320, 4380]",3,0.05
73,"(4380, 4440]",77,1.2833333333333334
74,"(4440, 4500]",86,1.4333333333333333
75,"(4500, 4560]",11,0.18333333333333332
76,"(4560, 4620]",187,3.1166666666666667
77,"(4620, 4680]",925,15.416666666666666
78,"(4680, 4740]",1115,18.583333333333332
79,"(4740, 4800]",729,12.15
80,"(4800, 4860]",1212,20.2
81,"(4860, 4920]",1735,28.916666666666668
82,"(4920, 4980]",1024,17.066666666666666
83,"(4980, 5040]",1542,25.7
84,"(5040, 5100]",897,14.95
85,"(5100, 5160]",961,16.016666666666666
86,"(5160, 5220]",333,5.55
87,"(5220, 5280]",294,4.9
88,"(5280, 5340]",483,8.05
89,"(5340, 5400]",683,11.383333333333333
90,"(5400, 5460]",651,10.85
91,"(5460, 5520]",189,3.15
92,"(5520, 5580]",535,8.916666666666666
93,"(5580, 5640]",372,6.2
94,"(5640, 5700]",471,7.85
95,"(5700, 5760]",10,0.16666666666666666
96,"(5760, 5820]",478,7.966666666666667
97,"(5820, 5880]",251,4.183333333333334
98,"(5880, 5940]",664,11.066666666666666
99,"(5940, 6000]",774,12.9
100,"(6000, 6060]",684,11.4
101,"(6060, 6120]",661,11.016666666666667
102,"(6120, 6180]",87,1.45
103,"(6180, 6240]",167,2.783333333333333
104,"(6240, 6300]",52,0.8666666666666667
105,"(6300, 6360]",1,0.016666666666666666
106,"(6360, 6420]",65,1.0833333333333333
107,"(6420, 6480]",463,7.716666666666667
108,"(6480, 6540]",582,9.7
109,"(6540, 6600]",398,6.633333333333334
110,"(6600, 6660]",784,13.066666666666666
111,"(6660, 6720]",417,6.95
112,"(6720, 6780]",232,3.8666666666666667
113,"(6780, 6840]",872,14.533333333333333
114,"(6840, 6900]",783,13.05
115,"(6900, 6960]",92,1.5333333333333334
116,"(6960, 7020]",392,6.533333333333333
117,"(7020, 7080]",850,14.166666666666666
118,"(7080, 7140]",760,12.666666666666666
119,"(7140, 7200]",199,3.316666666666667
120,"(7200, 7260]",139,2.316666666666667
121,"(7260, 7320]",283,4.716666666666667
122,"(7320, 7380]",135,2.25
123,"(7380, 7440]",283,4.716666666666667
124,"(7440, 7500]",759,12.65
125,"(7500, 7560]",712,11.866666666666667
126,"(7560, 7620]",794,13.233333333333333
127,"(7620, 7680]",1129,18.816666666666666
128,"(7680, 7740]",999,16.65
129,"(7740, 7800]",427,7.116666666666666
130,"(7800, 7860]",222,3.7
131,"(7860, 7920]",114,1.9
132,"(7920, 7980]",794,13.233333333333333
133,"(7980, 8040]",530,8.833333333333334
134,"(8040, 8100]",587,9.783333333333333
135,"(8100, 8160]",171,2.85
136,"(8160, 8220]",989,16.483333333333334
137,"(8220, 8280]",28,0.4666666666666667
138,"(8280, 8340]",189,3.15
139,"(8340, 8400]",788,13.133333333333333
140,"(8400, 8460]",138,2.3
141,"(8460, 8520]",159,2.65
142,"(8520, 8580]",69,1.15
143,"(8580, 8640]",10,0.16666666666666666
144,"(8640, 8700]",31,0.5166666666666667
145,"(8700, 8760]",282,4.7
146,"(8760, 8820]",288,4.8
147,"(8820, 8880]",1335,22.25
148,"(8880, 8940]",426,7.1
149,"(8940, 9000]",959,15.983333333333333
150,"(9000, 9060]",608,10.133333333333333
