,range2,count2,Frequency2
113,"(6780, 6840]",909,15.15
114,"(6840, 6900]",72,1.2
115,"(6900, 6960]",530,8.833333333333334
116,"(6960, 7020]",824,13.733333333333333
117,"(7020, 7080]",845,14.083333333333334
118,"(7080, 7140]",51,0.85
119,"(7140, 7200]",174,2.9
120,"(7200, 7260]",761,12.683333333333334
121,"(7260, 7320]",819,13.65
122,"(7320, 7380]",1487,24.783333333333335
123,"(7380, 7440]",1364,22.733333333333334
124,"(7440, 7500]",2324,38.733333333333334
125,"(7500, 7560]",1046,17.433333333333334
126,"(7560, 7620]",837,13.95
127,"(7620, 7680]",487,8.116666666666667
128,"(7680, 7740]",147,2.45
129,"(7740, 7800]",41,0.6833333333333333
130,"(7800, 7860]",143,2.3833333333333333
131,"(7860, 7920]",62,1.0333333333333334
132,"(7920, 7980]",67,1.1166666666666667
133,"(7980, 8040]",795,13.25
134,"(8040, 8100]",822,13.7
135,"(8100, 8160]",1797,29.95
136,"(8160, 8220]",1391,23.183333333333334
137,"(8220, 8280]",1601,26.683333333333334
138,"(8280, 8340]",941,15.683333333333334
139,"(8340, 8400]",1547,25.783333333333335
140,"(8400, 8460]",868,14.466666666666667
141,"(8460, 8520]",454,7.566666666666666
142,"(8520, 8580]",420,7.0
143,"(8580, 8640]",412,6.866666666666666
144,"(8640, 8700]",689,11.483333333333333
145,"(8700, 8760]",1587,26.45
146,"(8760, 8820]",1428,23.8
147,"(8820, 8880]",519,8.65
148,"(8880, 8940]",612,10.2
149,"(8940, 9000]",880,14.666666666666666
150,"(9000, 9060]",500,8.333333333333334
151,"(9060, 9120]",754,12.566666666666666
152,"(9120, 9180]",1621,27.016666666666666
153,"(9180, 9240]",385,6.416666666666667
154,"(9240, 9300]",677,11.283333333333333
155,"(9300, 9360]",70,1.1666666666666667
156,"(9360, 9420]",145,2.4166666666666665
157,"(9420, 9480]",664,11.066666666666666
158,"(9480, 9540]",480,8.0
159,"(9540, 9600]",610,10.166666666666666
160,"(9600, 9660]",672,11.2
161,"(9660, 9720]",624,10.4
162,"(9720, 9780]",664,11.066666666666666
163,"(9780, 9840]",503,8.383333333333333
164,"(9840, 9900]",630,10.5
165,"(9900, 9960]",682,11.366666666666667
166,"(9960, 10020]",262,4.366666666666666
167,"(10020, 10080]",556,9.266666666666667
168,"(10080, 10140]",658,10.966666666666667
169,"(10140, 10200]",625,10.416666666666666
170,"(10200, 10260]",267,4.45
171,"(10260, 10320]",567,9.45
172,"(10320, 10380]",470,7.833333333333333
173,"(10380, 10440]",486,8.1
174,"(10440, 10500]",350,5.833333333333333
175,"(10500, 10560]",451,7.516666666666667
176,"(10560, 10620]",937,15.616666666666667
177,"(10620, 10680]",481,8.016666666666667
178,"(10680, 10740]",219,3.65
179,"(10740, 10800]",48,0.8
180,"(10800, 10860]",130,2.1666666666666665
181,"(10860, 10920]",31,0.5166666666666667
182,"(10920, 10980]",225,3.75
183,"(10980, 11040]",78,1.3
184,"(11040, 11100]",97,1.6166666666666667
185,"(11100, 11160]",267,4.45
186,"(11160, 11220]",28,0.4666666666666667
187,"(11220, 11280]",68,1.1333333333333333
188,"(11280, 11340]",303,5.05
189,"(11340, 11400]",0,0.0
190,"(11400, 11460]",372,6.2
191,"(11460, 11520]",0,0.0
192,"(11520, 11580]",67,1.1166666666666667
193,"(11580, 11640]",0,0.0
194,"(11640, 11700]",84,1.4
195,"(11700, 11760]",3,0.05
196,"(11760, 11820]",0,0.0
197,"(11820, 11880]",21,0.35
198,"(11880, 11940]",2,0.03333333333333333
199,"(11940, 12000]",18,0.3
200,"(12000, 12060]",206,3.433333333333333
201,"(12060, 12120]",853,14.216666666666667
202,"(12120, 12180]",43,0.7166666666666667
203,"(12180, 12240]",287,4.783333333333333
204,"(12240, 12300]",855,14.25
205,"(12300, 12360]",515,8.583333333333334
206,"(12360, 12420]",411,6.85
207,"(12420, 12480]",2433,40.55
208,"(12480, 12540]",3790,63.166666666666664
209,"(12540, 12600]",73,1.2166666666666666
210,"(12600, 12660]",146,2.433333333333333
211,"(12660, 12720]",1340,22.333333333333332
212,"(12720, 12780]",1045,17.416666666666668
213,"(12780, 12840]",911,15.183333333333334
214,"(12840, 12900]",979,16.316666666666666
215,"(12900, 12960]",826,13.766666666666667
216,"(12960, 13020]",1034,17.233333333333334
217,"(13020, 13080]",996,16.6
218,"(13080, 13140]",716,11.933333333333334
219,"(13140, 13200]",757,12.616666666666667
220,"(13200, 13260]",894,14.9
221,"(13260, 13320]",983,16.383333333333333
222,"(13320, 13380]",891,14.85
223,"(13380, 13440]",984,16.4
224,"(13440, 13500]",960,16.0
225,"(13500, 13560]",1134,18.9
226,"(13560, 13620]",728,12.133333333333333
227,"(13620, 13680]",747,12.45
228,"(13680, 13740]",852,14.2
229,"(13740, 13800]",839,13.983333333333333
230,"(13800, 13860]",471,7.85
231,"(13860, 13920]",4,0.06666666666666667
232,"(13920, 13980]",21,0.35
233,"(13980, 14040]",46,0.7666666666666667
234,"(14040, 14100]",17,0.2833333333333333
235,"(14100, 14160]",35,0.5833333333333334
236,"(14160, 14220]",69,1.15
237,"(14220, 14280]",240,4.0
238,"(14280, 14340]",553,9.216666666666667
239,"(14340, 14400]",903,15.05
240,"(14400, 14460]",245,4.083333333333333
241,"(14460, 14520]",422,7.033333333333333
242,"(14520, 14580]",117,1.95
243,"(14580, 14640]",281,4.683333333333334
244,"(14640, 14700]",11,0.18333333333333332
245,"(14700, 14760]",18,0.3
246,"(14760, 14820]",324,5.4
247,"(14820, 14880]",544,9.066666666666666
248,"(14880, 14940]",174,2.9
249,"(14940, 15000]",140,2.3333333333333335
250,"(15000, 15060]",76,1.2666666666666666
251,"(15060, 15120]",18,0.3
252,"(15120, 15180]",242,4.033333333333333
253,"(15180, 15240]",1,0.016666666666666666
254,"(15240, 15300]",1,0.016666666666666666
255,"(15300, 15360]",0,0.0
256,"(15360, 15420]",54,0.9
257,"(15420, 15480]",1,0.016666666666666666
258,"(15480, 15540]",0,0.0
259,"(15540, 15600]",1,0.016666666666666666
260,"(15600, 15660]",0,0.0
261,"(15660, 15720]",710,11.833333333333334
262,"(15720, 15780]",889,14.816666666666666
263,"(15780, 15840]",1777,29.616666666666667
264,"(15840, 15900]",1294,21.566666666666666
265,"(15900, 15960]",1725,28.75
266,"(15960, 16020]",789,13.15
267,"(16020, 16080]",1787,29.783333333333335
268,"(16080, 16140]",1867,31.116666666666667
269,"(16140, 16200]",2282,38.03333333333333
270,"(16200, 16260]",3012,50.2
271,"(16260, 16320]",2585,43.083333333333336
272,"(16320, 16380]",544,9.066666666666666
273,"(16380, 16440]",19,0.31666666666666665
274,"(16440, 16500]",36,0.6
275,"(16500, 16560]",16,0.26666666666666666
276,"(16560, 16620]",153,2.55
277,"(16620, 16680]",364,6.066666666666666
278,"(16680, 16740]",684,11.4
279,"(16740, 16800]",121,2.0166666666666666
280,"(16800, 16860]",116,1.9333333333333333
281,"(16860, 16920]",19,0.31666666666666665
282,"(16920, 16980]",39,0.65
283,"(16980, 17040]",271,4.516666666666667
284,"(17040, 17100]",62,1.0333333333333334
285,"(17100, 17160]",102,1.7
286,"(17160, 17220]",192,3.2
287,"(17220, 17280]",19,0.31666666666666665
288,"(17280, 17340]",4,0.06666666666666667
289,"(17340, 17400]",187,3.1166666666666667
290,"(17400, 17460]",10,0.16666666666666666
291,"(17460, 17520]",407,6.783333333333333
292,"(17520, 17580]",80,1.3333333333333333
293,"(17580, 17640]",493,8.216666666666667
294,"(17640, 17700]",31,0.5166666666666667
295,"(17700, 17760]",2,0.03333333333333333
296,"(17760, 17820]",261,4.35
297,"(17820, 17880]",2179,36.31666666666667
298,"(17880, 17940]",691,11.516666666666667
299,"(17940, 18000]",116,1.9333333333333333
300,"(18000, 18060]",265,4.416666666666667
301,"(18060, 18120]",777,12.95
302,"(18120, 18180]",249,4.15
303,"(18180, 18240]",98,1.6333333333333333
304,"(18240, 18300]",472,7.866666666666666
305,"(18300, 18360]",997,16.616666666666667
306,"(18360, 18420]",676,11.266666666666667
307,"(18420, 18480]",254,4.233333333333333
308,"(18480, 18540]",29,0.48333333333333334
309,"(18540, 18600]",153,2.55
310,"(18600, 18660]",214,3.566666666666667
311,"(18660, 18720]",349,5.816666666666666
312,"(18720, 18780]",54,0.9
313,"(18780, 18840]",128,2.1333333333333333
314,"(18840, 18900]",871,14.516666666666667
315,"(18900, 18960]",926,15.433333333333334
316,"(18960, 19020]",31,0.5166666666666667
317,"(19020, 19080]",481,8.016666666666667
318,"(19080, 19140]",117,1.95
319,"(19140, 19200]",191,3.183333333333333
320,"(19200, 19260]",692,11.533333333333333
321,"(19260, 19320]",388,6.466666666666667
322,"(19320, 19380]",368,6.133333333333334
323,"(19380, 19440]",268,4.466666666666667
324,"(19440, 19500]",11,0.18333333333333332
325,"(19500, 19560]",201,3.35
326,"(19560, 19620]",20,0.3333333333333333
327,"(19620, 19680]",396,6.6
328,"(19680, 19740]",84,1.4
329,"(19740, 19800]",574,9.566666666666666
330,"(19800, 19860]",51,0.85
331,"(19860, 19920]",300,5.0
332,"(19920, 19980]",39,0.65
333,"(19980, 20040]",49,0.8166666666666667
334,"(20040, 20100]",75,1.25
335,"(20100, 20160]",289,4.816666666666666
336,"(20160, 20220]",199,3.316666666666667
337,"(20220, 20280]",111,1.85
338,"(20280, 20340]",21,0.35
339,"(20340, 20400]",16,0.26666666666666666
340,"(20400, 20460]",18,0.3
341,"(20460, 20520]",13,0.21666666666666667
342,"(20520, 20580]",31,0.5166666666666667
343,"(20580, 20640]",593,9.883333333333333
344,"(20640, 20700]",814,13.566666666666666
345,"(20700, 20760]",2113,35.21666666666667
346,"(20760, 20820]",2050,34.166666666666664
