,range2,count2,Frequency2
0,"(0, 60]",191,3.183333333333333
1,"(60, 120]",345,5.75
2,"(120, 180]",99,1.65
3,"(180, 240]",706,11.766666666666667
4,"(240, 300]",130,2.1666666666666665
5,"(300, 360]",528,8.8
6,"(360, 420]",444,7.4
7,"(420, 480]",1089,18.15
8,"(480, 540]",430,7.166666666666667
9,"(540, 600]",787,13.116666666666667
10,"(600, 660]",406,6.766666666666667
11,"(660, 720]",133,2.216666666666667
12,"(720, 780]",930,15.5
13,"(780, 840]",564,9.4
14,"(840, 900]",364,6.066666666666666
15,"(900, 960]",13,0.21666666666666667
16,"(960, 1020]",196,3.2666666666666666
17,"(1020, 1080]",113,1.8833333333333333
18,"(1080, 1140]",285,4.75
19,"(1140, 1200]",674,11.233333333333333
20,"(1200, 1260]",139,2.316666666666667
21,"(1260, 1320]",47,0.7833333333333333
22,"(1320, 1380]",68,1.1333333333333333
23,"(1380, 1440]",41,0.6833333333333333
24,"(1440, 1500]",150,2.5
25,"(1500, 1560]",710,11.833333333333334
26,"(1560, 1620]",406,6.766666666666667
27,"(1620, 1680]",705,11.75
28,"(1680, 1740]",669,11.15
29,"(1740, 1800]",90,1.5
30,"(1800, 1860]",32,0.5333333333333333
31,"(1860, 1920]",12,0.2
32,"(1920, 1980]",38,0.6333333333333333
33,"(1980, 2040]",1373,22.883333333333333
34,"(2040, 2100]",398,6.633333333333334
35,"(2100, 2160]",251,4.183333333333334
36,"(2160, 2220]",150,2.5
37,"(2220, 2280]",890,14.833333333333334
38,"(2280, 2340]",718,11.966666666666667
39,"(2340, 2400]",66,1.1
40,"(2400, 2460]",128,2.1333333333333333
41,"(2460, 2520]",617,10.283333333333333
42,"(2520, 2580]",94,1.5666666666666667
43,"(2580, 2640]",16,0.26666666666666666
44,"(2640, 2700]",130,2.1666666666666665
45,"(2700, 2760]",46,0.7666666666666667
46,"(2760, 2820]",51,0.85
47,"(2820, 2880]",664,11.066666666666666
48,"(2880, 2940]",369,6.15
49,"(2940, 3000]",0,0.0
50,"(3000, 3060]",36,0.6
51,"(3060, 3120]",0,0.0
52,"(3120, 3180]",3,0.05
53,"(3180, 3240]",276,4.6
54,"(3240, 3300]",71,1.1833333333333333
55,"(3300, 3360]",170,2.8333333333333335
56,"(3360, 3420]",97,1.6166666666666667
57,"(3420, 3480]",204,3.4
58,"(3480, 3540]",41,0.6833333333333333
59,"(3540, 3600]",1,0.016666666666666666
60,"(3600, 3660]",1,0.016666666666666666
61,"(3660, 3720]",191,3.183333333333333
62,"(3720, 3780]",721,12.016666666666667
63,"(3780, 3840]",1004,16.733333333333334
64,"(3840, 3900]",73,1.2166666666666666
65,"(3900, 3960]",371,6.183333333333334
66,"(3960, 4020]",623,10.383333333333333
67,"(4020, 4080]",1268,21.133333333333333
68,"(4080, 4140]",311,5.183333333333334
69,"(4140, 4200]",189,3.15
70,"(4200, 4260]",13,0.21666666666666667
71,"(4260, 4320]",28,0.4666666666666667
72,"(4320, 4380]",11,0.18333333333333332
73,"(4380, 4440]",22,0.36666666666666664
74,"(4440, 4500]",582,9.7
75,"(4500, 4560]",630,10.5
76,"(4560, 4620]",174,2.9
77,"(4620, 4680]",340,5.666666666666667
78,"(4680, 4740]",1,0.016666666666666666
79,"(4740, 4800]",41,0.6833333333333333
80,"(4800, 4860]",389,6.483333333333333
81,"(4860, 4920]",421,7.016666666666667
82,"(4920, 4980]",518,8.633333333333333
83,"(4980, 5040]",451,7.516666666666667
84,"(5040, 5100]",397,6.616666666666666
85,"(5100, 5160]",440,7.333333333333333
86,"(5160, 5220]",267,4.45
87,"(5220, 5280]",654,10.9
88,"(5280, 5340]",490,8.166666666666666
89,"(5340, 5400]",530,8.833333333333334
90,"(5400, 5460]",689,11.483333333333333
91,"(5460, 5520]",372,6.2
92,"(5520, 5580]",699,11.65
93,"(5580, 5640]",278,4.633333333333334
94,"(5640, 5700]",567,9.45
95,"(5700, 5760]",222,3.7
96,"(5760, 5820]",812,13.533333333333333
97,"(5820, 5880]",548,9.133333333333333
98,"(5880, 5940]",203,3.3833333333333333
99,"(5940, 6000]",311,5.183333333333334
100,"(6000, 6060]",481,8.016666666666667
101,"(6060, 6120]",41,0.6833333333333333
102,"(6120, 6180]",87,1.45
103,"(6180, 6240]",231,3.85
104,"(6240, 6300]",247,4.116666666666666
105,"(6300, 6360]",1495,24.916666666666668
106,"(6360, 6420]",1679,27.983333333333334
107,"(6420, 6480]",1586,26.433333333333334
108,"(6480, 6540]",1255,20.916666666666668
109,"(6540, 6600]",1156,19.266666666666666
110,"(6600, 6660]",2994,49.9
111,"(6660, 6720]",1369,22.816666666666666
112,"(6720, 6780]",2452,40.86666666666667
113,"(6780, 6840]",1583,26.383333333333333
114,"(6840, 6900]",752,12.533333333333333
115,"(6900, 6960]",1160,19.333333333333332
116,"(6960, 7020]",886,14.766666666666667
117,"(7020, 7080]",301,5.016666666666667
118,"(7080, 7140]",337,5.616666666666666
119,"(7140, 7200]",259,4.316666666666666
120,"(7200, 7260]",167,2.783333333333333
121,"(7260, 7320]",39,0.65
122,"(7320, 7380]",13,0.21666666666666667
123,"(7380, 7440]",9,0.15
124,"(7440, 7500]",41,0.6833333333333333
125,"(7500, 7560]",17,0.2833333333333333
126,"(7560, 7620]",123,2.05
127,"(7620, 7680]",91,1.5166666666666666
128,"(7680, 7740]",445,7.416666666666667
129,"(7740, 7800]",769,12.816666666666666
130,"(7800, 7860]",631,10.516666666666667
131,"(7860, 7920]",320,5.333333333333333
132,"(7920, 7980]",11,0.18333333333333332
133,"(7980, 8040]",152,2.533333333333333
134,"(8040, 8100]",260,4.333333333333333
135,"(8100, 8160]",187,3.1166666666666667
136,"(8160, 8220]",101,1.6833333333333333
137,"(8220, 8280]",24,0.4
138,"(8280, 8340]",342,5.7
139,"(8340, 8400]",510,8.5
140,"(8400, 8460]",55,0.9166666666666666
141,"(8460, 8520]",470,7.833333333333333
142,"(8520, 8580]",156,2.6
143,"(8580, 8640]",44,0.7333333333333333
144,"(8640, 8700]",223,3.716666666666667
145,"(8700, 8760]",2,0.03333333333333333
146,"(8760, 8820]",60,1.0
147,"(8820, 8880]",10,0.16666666666666666
148,"(8880, 8940]",0,0.0
149,"(8940, 9000]",34,0.5666666666666667
150,"(9000, 9060]",0,0.0
151,"(9060, 9120]",3,0.05
152,"(9120, 9180]",0,0.0
153,"(9180, 9240]",0,0.0
154,"(9240, 9300]",92,1.5333333333333334
155,"(9300, 9360]",25,0.4166666666666667
156,"(9360, 9420]",16,0.26666666666666666
157,"(9420, 9480]",33,0.55
158,"(9480, 9540]",5,0.08333333333333333
159,"(9540, 9600]",207,3.45
160,"(9600, 9660]",0,0.0
161,"(9660, 9720]",9,0.15
162,"(9720, 9780]",157,2.6166666666666667
163,"(9780, 9840]",978,16.3
164,"(9840, 9900]",758,12.633333333333333
165,"(9900, 9960]",352,5.866666666666666
166,"(9960, 10020]",540,9.0
167,"(10020, 10080]",1158,19.3
168,"(10080, 10140]",624,10.4
169,"(10140, 10200]",507,8.45
170,"(10200, 10260]",343,5.716666666666667
171,"(10260, 10320]",570,9.5
172,"(10320, 10380]",15,0.25
173,"(10380, 10440]",18,0.3
174,"(10440, 10500]",14,0.23333333333333334
175,"(10500, 10560]",11,0.18333333333333332
176,"(10560, 10620]",120,2.0
177,"(10620, 10680]",74,1.2333333333333334
178,"(10680, 10740]",794,13.233333333333333
179,"(10740, 10800]",149,2.4833333333333334
180,"(10800, 10860]",151,2.5166666666666666
181,"(10860, 10920]",122,2.033333333333333
182,"(10920, 10980]",274,4.566666666666666
183,"(10980, 11040]",169,2.816666666666667
184,"(11040, 11100]",0,0.0
185,"(11100, 11160]",94,1.5666666666666667
186,"(11160, 11220]",32,0.5333333333333333
187,"(11220, 11280]",23,0.38333333333333336
188,"(11280, 11340]",7,0.11666666666666667
189,"(11340, 11400]",1,0.016666666666666666
190,"(11400, 11460]",0,0.0
191,"(11460, 11520]",10,0.16666666666666666
192,"(11520, 11580]",572,9.533333333333333
193,"(11580, 11640]",227,3.783333333333333
194,"(11640, 11700]",263,4.383333333333334
195,"(11700, 11760]",512,8.533333333333333
196,"(11760, 11820]",207,3.45
197,"(11820, 11880]",221,3.683333333333333
198,"(11880, 11940]",2,0.03333333333333333
199,"(11940, 12000]",9,0.15
200,"(12000, 12060]",237,3.95
201,"(12060, 12120]",316,5.266666666666667
202,"(12120, 12180]",1058,17.633333333333333
203,"(12180, 12240]",438,7.3
204,"(12240, 12300]",85,1.4166666666666667
205,"(12300, 12360]",20,0.3333333333333333
206,"(12360, 12420]",16,0.26666666666666666
207,"(12420, 12480]",69,1.15
208,"(12480, 12540]",1220,20.333333333333332
209,"(12540, 12600]",935,15.583333333333334
210,"(12600, 12660]",32,0.5333333333333333
211,"(12660, 12720]",357,5.95
212,"(12720, 12780]",251,4.183333333333334
213,"(12780, 12840]",134,2.2333333333333334
214,"(12840, 12900]",456,7.6
215,"(12900, 12960]",118,1.9666666666666666
216,"(12960, 13020]",173,2.8833333333333333
217,"(13020, 13080]",146,2.433333333333333
218,"(13080, 13140]",260,4.333333333333333
219,"(13140, 13200]",25,0.4166666666666667
220,"(13200, 13260]",0,0.0
221,"(13260, 13320]",82,1.3666666666666667
222,"(13320, 13380]",4,0.06666666666666667
223,"(13380, 13440]",30,0.5
224,"(13440, 13500]",3,0.05
225,"(13500, 13560]",8,0.13333333333333333
226,"(13560, 13620]",125,2.0833333333333335
227,"(13620, 13680]",181,3.0166666666666666
228,"(13680, 13740]",197,3.283333333333333
229,"(13740, 13800]",485,8.083333333333334
230,"(13800, 13860]",599,9.983333333333333
231,"(13860, 13920]",365,6.083333333333333
232,"(13920, 13980]",178,2.966666666666667
233,"(13980, 14040]",141,2.35
234,"(14040, 14100]",162,2.7
235,"(14100, 14160]",118,1.9666666666666666
236,"(14160, 14220]",243,4.05
237,"(14220, 14280]",298,4.966666666666667
238,"(14280, 14340]",72,1.2
239,"(14340, 14400]",316,5.266666666666667
240,"(14400, 14460]",0,0.0
241,"(14460, 14520]",62,1.0333333333333334
242,"(14520, 14580]",36,0.6
243,"(14580, 14640]",410,6.833333333333333
244,"(14640, 14700]",769,12.816666666666666
245,"(14700, 14760]",772,12.866666666666667
246,"(14760, 14820]",340,5.666666666666667
247,"(14820, 14880]",493,8.216666666666667
248,"(14880, 14940]",1389,23.15
249,"(14940, 15000]",835,13.916666666666666
250,"(15000, 15060]",37,0.6166666666666667
251,"(15060, 15120]",11,0.18333333333333332
252,"(15120, 15180]",17,0.2833333333333333
253,"(15180, 15240]",245,4.083333333333333
254,"(15240, 15300]",105,1.75
255,"(15300, 15360]",3,0.05
256,"(15360, 15420]",0,0.0
257,"(15420, 15480]",45,0.75
258,"(15480, 15540]",10,0.16666666666666666
259,"(15540, 15600]",21,0.35
260,"(15600, 15660]",549,9.15
261,"(15660, 15720]",408,6.8
262,"(15720, 15780]",321,5.35
263,"(15780, 15840]",592,9.866666666666667
264,"(15840, 15900]",387,6.45
265,"(15900, 15960]",8,0.13333333333333333
266,"(15960, 16020]",10,0.16666666666666666
267,"(16020, 16080]",259,4.316666666666666
268,"(16080, 16140]",597,9.95
269,"(16140, 16200]",385,6.416666666666667
270,"(16200, 16260]",161,2.683333333333333
271,"(16260, 16320]",33,0.55
272,"(16320, 16380]",43,0.7166666666666667
273,"(16380, 16440]",576,9.6
274,"(16440, 16500]",1040,17.333333333333332
275,"(16500, 16560]",1070,17.833333333333332
276,"(16560, 16620]",819,13.65
277,"(16620, 16680]",1112,18.533333333333335
278,"(16680, 16740]",1215,20.25
279,"(16740, 16800]",1289,21.483333333333334
280,"(16800, 16860]",1076,17.933333333333334
281,"(16860, 16920]",552,9.2
282,"(16920, 16980]",673,11.216666666666667
283,"(16980, 17040]",497,8.283333333333333
284,"(17040, 17100]",218,3.6333333333333333
285,"(17100, 17160]",183,3.05
286,"(17160, 17220]",546,9.1
287,"(17220, 17280]",650,10.833333333333334
288,"(17280, 17340]",153,2.55
289,"(17340, 17400]",247,4.116666666666666
290,"(17400, 17460]",318,5.3
291,"(17460, 17520]",1079,17.983333333333334
292,"(17520, 17580]",468,7.8
293,"(17580, 17640]",1280,21.333333333333332
294,"(17640, 17700]",503,8.383333333333333
295,"(17700, 17760]",31,0.5166666666666667
296,"(17760, 17820]",225,3.75
297,"(17820, 17880]",103,1.7166666666666666
298,"(17880, 17940]",2,0.03333333333333333
299,"(17940, 18000]",5,0.08333333333333333
300,"(18000, 18060]",198,3.3
301,"(18060, 18120]",0,0.0
302,"(18120, 18180]",76,1.2666666666666666
303,"(18180, 18240]",3,0.05
304,"(18240, 18300]",0,0.0
305,"(18300, 18360]",0,0.0
306,"(18360, 18420]",8,0.13333333333333333
307,"(18420, 18480]",50,0.8333333333333334
308,"(18480, 18540]",172,2.8666666666666667
309,"(18540, 18600]",1795,29.916666666666668
310,"(18600, 18660]",2597,43.28333333333333
311,"(18660, 18720]",996,16.6
312,"(18720, 18780]",0,0.0
313,"(18780, 18840]",501,8.35
314,"(18840, 18900]",1342,22.366666666666667
315,"(18900, 18960]",721,12.016666666666667
316,"(18960, 19020]",8,0.13333333333333333
317,"(19020, 19080]",30,0.5
318,"(19080, 19140]",21,0.35
319,"(19140, 19200]",43,0.7166666666666667
320,"(19200, 19260]",233,3.8833333333333333
321,"(19260, 19320]",550,9.166666666666666
322,"(19320, 19380]",94,1.5666666666666667
323,"(19380, 19440]",757,12.616666666666667
324,"(19440, 19500]",471,7.85
325,"(19500, 19560]",794,13.233333333333333
326,"(19560, 19620]",393,6.55
327,"(19620, 19680]",81,1.35
328,"(19680, 19740]",1645,27.416666666666668
329,"(19740, 19800]",807,13.45
330,"(19800, 19860]",178,2.966666666666667
331,"(19860, 19920]",860,14.333333333333334
332,"(19920, 19980]",143,2.3833333333333333
333,"(19980, 20040]",44,0.7333333333333333
334,"(20040, 20100]",129,2.15
335,"(20100, 20160]",195,3.25
336,"(20160, 20220]",146,2.433333333333333
337,"(20220, 20280]",136,2.2666666666666666
338,"(20280, 20340]",16,0.26666666666666666
339,"(20340, 20400]",740,12.333333333333334
340,"(20400, 20460]",310,5.166666666666667
341,"(20460, 20520]",584,9.733333333333333
342,"(20520, 20580]",1002,16.7
343,"(20580, 20640]",1721,28.683333333333334
344,"(20640, 20700]",447,7.45
345,"(20700, 20760]",420,7.0
346,"(20760, 20820]",942,15.7
347,"(20820, 20880]",85,1.4166666666666667
348,"(20880, 20940]",138,2.3
349,"(20940, 21000]",3,0.05
350,"(21000, 21060]",6,0.1
351,"(21060, 21120]",447,7.45
