2.765,2.4954
3.848,2.5232
3.8644,2.598
3.8828,5.8138
3.9074,5.8546
3.9276,5.8792
3.945,5.8918
3.9578,5.9042
3.9726,5.932
3.993,5.9602
4.0052,6.4992
4.0226,6.5182
4.0384,6.5414
4.0514,6.5744
4.08,6.59
4.093,7.1984
4.114,8.4498
4.1354,9.086
4.1476,9.2584
4.161,9.4854
4.1782,9.5962
4.1888,9.6392
4.202,9.6956
4.2306,9.839
4.2436,10.0136
4.2536,10.3646
4.2668,10.5274
4.3154,10.5484
4.3394,10.5862
4.3534,10.6454
4.381,13.953
4.3956,14.0798
4.4186,14.109
4.4366,14.1718
4.4736,14.1986
4.5222,14.2322
4.541,14.2728
4.5586,14.3004
4.5812,14.3432
4.6026,14.3592
4.7172,14.3696
4.8566,14.401
4.8984,14.415
4.9312,14.4468
4.944,14.4592
4.955,14.506
4.9704,16.964
4.9842,17.0544
5.0026,17.0926
5.017,17.1282
5.0484,17.8298
5.0678,17.8418
5.1004,17.8548
5.1408,17.8716
5.1714,17.883
5.1848,17.904
5.2056,17.9414
5.2194,18.0238
5.2336,18.1728
5.2494,18.3104
5.2742,18.323
5.2884,18.4752
5.3,18.4896
5.3112,18.5208
5.329,18.5508
5.3532,18.5878
5.367,18.5994
5.389,18.6356
5.429,18.6538
5.4658,18.667
5.5014,18.726
5.5458,18.752
5.5578,18.8766
5.5776,19.1398
5.6266,19.2014
5.7018,19.2226
5.7266,19.2446
5.7388,19.3316
5.7536,19.4858
5.7642,19.9646
5.7764,20.0006
5.7882,20.0166
5.7996,20.0358
5.81,20.0662
5.8246,20.0848
5.839,20.1234
5.8604,20.1638
5.8784,20.174
5.9616,20.2386
5.9886,20.314
6.0268,20.3526
6.5842,20.3752
11.3986,20.3918
12.0022,20.4166
12.8312,20.5376
15.5208,20.5854
18.5744,20.6106
18.9092,20.6206
18.9456,20.8944
18.9868,20.9216
19.0092,20.9658
19.0358,20.9914
19.0674,21.0092
19.0796,21.0668
19.0986,21.093
19.1156,21.2134
19.1306,21.2894
19.145,21.3028
19.157,21.3232
19.168,21.3402
19.2,21.3522
19.2212,21.3642
19.249,21.3828
19.2622,21.4038
19.2884,21.4224
19.3414,21.443
19.3848,21.4624
19.411,21.4716
19.4424,21.4832
19.4648,21.5228
19.4772,21.599
19.4884,21.7224
19.503,21.7458
19.5332,21.7632
19.5546,21.783
19.5738,21.7994
19.616,21.8112
19.7764,21.8246
20.0438,21.836
20.0624,21.852
20.0734,21.8626
20.101,21.8742
20.1144,21.8864
20.1312,21.9062
20.1508,21.9292
20.1676,21.9436
20.1814,21.9586
20.1968,21.9814
20.211,22.007
20.2268,22.0244
20.2448,22.0382
20.2718,22.0596
20.31,22.0814
20.321,22.0916
20.338,22.4176
20.3518,22.4352
20.3662,22.777
20.3868,22.8294
20.4004,22.8668
20.4316,22.9294
20.4484,22.9396
20.4708,23.0156
20.4852,23.0446
20.4958,23.0742
20.5328,23.141
20.554,23.1516
20.6386,23.19
20.9314,23.2036
20.955,23.2136
20.9722,23.2454
20.9886,23.2642
21.0006,23.2746
21.0202,23.2966
