19.4732,Unnamed: 1,6.3894
19.6186,,7.3052
19.665,,8.261
19.863,,8.4178
20.5308,,10.89
20.5492,,14.1764
20.6432,,14.4206
20.6746,,14.558
20.686,,14.6898
20.7572,,15.8288
21.0458,,15.8932
21.1754,,16.05
21.3006,,16.4046
21.3184,,16.7566
22.1026,,16.8622
22.1628,,17.4884
25.3868,,18.2146
46.7552,,18.4864
46.782,,19.2278
47.206,,19.2858
47.243,,19.3002
47.2602,,19.3404
47.2904,,19.4484
57.1094,,19.527
66.843,,19.5628
66.9084,,19.5966
77.2826,,19.6768
261.0148,,19.694
261.0656,,19.7234
261.0966,,19.7752
261.1146,,19.7908
261.2788,,19.81
261.5734,,19.9076
261.597,,20.0922
261.6198,,20.1252
261.6374,,20.1546
798.7258,,20.177
798.8754,,20.3198
798.8968,,20.4222
798.9236,,20.4562
798.9344,,20.4748
798.945,,20.4956
798.9702,,20.5612
798.996,,20.6064
799.007,,20.6248
799.0584,,20.661
799.4036,,20.7036
799.4442,,20.7412
799.7972,,20.8
799.9044,,20.8326
800.0704,,20.871
800.0846,,20.881
800.1446,,20.8956
818.1966,,20.9472
824.4354,,20.966
824.454,,20.9808
824.4644,,21.0064
824.4932,,21.0268
824.5732,,21.1022
824.9272,,21.1132
829.0564,,21.1614
829.0992,,21.1892
829.1638,,21.203
829.1904,,21.2422
834.1762,,21.2602
834.2924,,21.2836
868.4526,,21.3374
868.4894,,21.478
868.532,,21.4898
868.5748,,21.5364
883.5614,,21.563
900.6152,,21.626
951.9702,,21.6844
952.2422,,21.6964
952.2654,,21.844
952.2992,,21.8706
952.318,,21.895
952.3492,,22.0288
952.398,,22.1464
952.6978,,22.193
952.7532,,22.2738
952.7968,,22.2936
952.848,,22.3136
952.9682,,22.3684
952.9892,,22.3786
953.0036,,22.4556
953.0286,,22.5126
953.0548,,22.537
953.163,,22.5496
953.2384,,22.623
953.2864,,22.6494
953.2998,,22.6676
953.3758,,22.7118
953.396,,22.728
953.4568,,22.7762
953.5642,,22.8456
954.0148,,22.8664
954.063,,22.8982
954.359,,22.9264
966.8868,,22.9846
966.9138,,23.0082
997.9264,,23.0264
997.9482,,23.0896
997.9768,,23.3208
998.0234,,23.9366
998.037,,24.067
998.0626,,24.1716
998.1318,,24.2086
998.1792,,24.2414
998.2132,,24.2544
998.3742,,24.4712
1121.0932,,24.5938
1243.9258,,24.663
1243.9598,,24.721
1244.003,,24.75
1244.02,,24.7836
1247.0126,,24.812
1247.0402,,24.828
1247.4256,,24.8396
1252.5394,,25.052
1252.5592,,25.341
1252.6024,,25.3682
1252.7172,,25.4034
1256.19,,25.4718
1256.4072,,25.5112
1256.483,,25.5376
1256.5044,,25.5888
1256.5768,,25.6448
1257.241,,25.656
1257.5724,,25.7058
1257.621,,25.8276
1257.6406,,25.8818
1257.723,,25.9288
1257.7398,,25.9966
1257.7708,,26.057
1257.7896,,26.123
1257.8594,,26.2176
1257.8968,,26.2754
1257.944,,26.3042
1258.0086,,26.3372
1258.187,,26.3908
1258.3576,,26.4226
1269.14,,26.6002
1269.2392,,26.6604
1269.2662,,26.8574
1269.288,,26.9252
1269.3388,,26.9658
