17.473,,3.6406
17.6696,,9.0792
19.0546,,17.3744
20.0422,,17.4046
22.3188,,17.4198
23.618,,17.4394
23.6392,,17.4606
23.6572,,17.618
27.5518,,17.6344
28.5832,,17.722
34.6484,,18.4418
34.677,,18.4766
34.7188,,18.901
34.8482,,18.9934
39.4376,,19.0324
39.9398,,19.079
39.9548,,19.117
40.0444,,19.1432
40.4988,,19.1666
40.5176,,19.3098
40.5308,,19.615
42.5078,,19.7058
50.7382,,19.721
50.751,,19.777
50.8272,,19.7962
50.8436,,19.849
51.323,,19.8688
51.3718,,19.9318
51.8272,,19.9552
51.8504,,19.9812
76.6974,,19.9914
78.9996,,20.0114
81.2438,,20.0638
81.3586,,20.1348
88.485,,20.1878
88.6466,,20.2082
88.6786,,20.4764
95.1954,,20.5474
95.235,,20.6306
96.767,,20.6408
98.8638,,20.677
128.9864,,20.6894
129.111,,20.7118
129.1248,,20.7754
129.1394,,20.798
129.16,,21.2596
129.2582,,21.2816
129.324,,21.302
129.3598,,21.3384
144.429,,21.4044
144.4492,,21.4302
145.0104,,21.4624
171.9272,,21.5224
172.7036,,21.5466
255.0868,,21.5618
303.1646,,21.5738
303.1764,,21.5898
303.199,,21.5998
303.2146,,21.6402
303.2592,,21.6866
303.2758,,21.704
303.2858,,21.7152
303.8916,,21.7608
303.9174,,21.7728
303.9382,,21.808
366.9976,,21.8352
460.5836,,21.8526
460.6698,,21.8844
460.8168,,21.8946
460.9008,,21.9106
461.3374,,21.944
461.361,,21.968
461.3762,,21.9788
461.593,,22.0066
461.667,,22.0178
462.0752,,22.0622
462.107,,22.0926
464.858,,22.111
660.9822,,22.1472
661.0592,,22.1778
663.3184,,22.2004
721.769,,22.2162
721.8066,,22.2294
721.8362,,22.2548
721.8746,,22.3084
721.9396,,22.3358
721.9844,,22.3738
730.6412,,22.3848
730.693,,22.461
730.7044,,22.4896
730.7734,,22.526
730.8592,,22.5566
730.9672,,22.5688
730.9926,,22.5952
753.7518,,22.63
753.8132,,22.6826
754.1606,,23.2226
754.209,,23.2526
754.2642,,23.2714
754.276,,23.3182
754.2914,,23.3296
754.4156,,23.3664
754.4866,,23.4146
754.516,,23.463
754.5264,,23.5166
754.556,,23.5444
754.7818,,23.592
754.8072,,23.6076
754.8216,,23.6752
754.8496,,23.6958
754.8944,,23.7118
754.9696,,23.7252
755.0188,,23.7368
755.0308,,23.7486
755.0474,,23.7844
755.071,,23.7958
755.1192,,23.8232
756.0918,,23.8826
756.1278,,23.909
756.1536,,23.9212
756.1986,,23.9556
756.2178,,23.9662
756.2738,,23.979
756.3166,,23.9936
756.328,,24.0054
756.3438,,24.023
756.39,,24.0488
758.4706,,24.1392
758.4854,,24.1918
758.583,,24.2054
758.5954,,24.2222
760.5088,,24.237
760.5384,,24.255
760.6176,,24.3252
760.6316,,24.3632
760.6622,,24.3756
760.7394,,24.3864
760.9814,,24.4036
760.9978,,24.5102
761.0326,,24.6398
761.043,,24.67
761.0532,,24.8506
761.066,,25.196
761.0788,,25.2994
761.0906,,25.5454
761.121,,25.7674
761.6312,,26.0834
762.0464,,26.1752
762.2346,,26.4246
764.0398,,26.5618
764.0684,,26.6066
764.0978,,26.764
764.1376,,27.3296
764.1602,,27.3418
764.1896,,27.3908
764.28,,27.4342
770.7248,,27.4718
770.8738,,27.4982
771.4524,,27.5082
771.6578,,27.5274
771.7728,,27.5964
772.0754,,27.6088
772.0862,,27.6214
772.15,,27.7036
772.1896,,27.742
772.2332,,27.754
772.3902,,27.7786
772.4158,,27.7918
772.4552,,27.8124
772.4906,,27.8478
772.5196,,27.8598
779.3722,,27.8744
779.3866,,27.8844
779.4502,,27.9066
779.481,,27.9296
779.4942,,27.9434
789.69,,27.9674
791.816,,27.9908
793.5952,,28.0286
806.2306,,28.0758
806.2656,,28.204
807.1162,,28.2688
807.1828,,28.3012
824.108,,28.452
825.0126,,28.6056
825.3376,,28.6886
825.3932,,28.7226
825.6426,,28.8202
827.4744,,28.9224
828.7814,,29.2934
828.8468,,29.3832
828.8656,,29.4628
828.8766,,29.5346
828.9308,,29.5702
828.951,,29.5906
828.9612,,29.6096
