1.2494,0.5562
1.2638,2.9098
1.3186,4.2484
1.4076,4.3256
1.4354,4.3666
1.656,4.6256
1.6894,5.5608
1.7584,5.9162
1.8328,6.4848
1.8954,6.6688
1.9246,8.5432
1.9404,8.8622
1.9718,9.0514
1.9882,9.5702
2.0344,9.7764
2.229,12.1138
2.269,12.5548
2.394,12.5866
2.4124,12.8648
2.428,13.937
2.612,14.386
2.6254,14.6892
2.6364,17.1982
2.6492,17.3078
2.6732,18.4902
2.6898,20.3718
2.7044,20.8726
2.7304,22.4214
2.7458,22.4744
2.762,23.2894
2.79,23.3422
2.9586,24.4432
5.115,26.1904
5.1288,26.2924
5.1416,26.9094
5.155,28.0938
5.1672,28.4114
5.1786,28.428
5.198,28.9084
5.2404,28.977
5.2514,29.448
5.2814,29.544
5.2952,29.8366
5.3102,30.3952
5.341,30.6388
5.3552,30.7554
5.3702,30.9292
5.4036,31.7426
5.4178,32.163
5.4342,32.3382
5.4496,32.5938
5.4624,33.0078
5.4876,33.7408
5.5076,34.0898
5.5256,35.3304
5.537,35.6652
5.5908,35.9146
5.6122,36.214
5.6328,36.7558
5.6528,37.748
5.681,38.3582
5.7168,38.3986
5.764,41.0354
5.7834,41.2836
5.8116,42.9346
5.842,42.9676
5.8528,43.3
5.866,43.4524
5.8924,43.7352
5.9458,44.1954
5.9928,44.4278
6.0028,44.7936
6.021,44.8762
6.0454,45.0958
6.0572,45.2608
6.0878,46.7538
6.1002,47.8934
6.114,48.0952
6.1322,48.429
6.145,48.6418
6.1592,49.9464
6.192,50.1768
6.2038,50.233
6.2166,50.4652
6.23,52.9386
6.2694,53.1318
6.2898,53.5116
6.3088,53.5532
6.3342,54.2738
6.3768,55.088
6.3918,55.3664
6.404,56.0722
6.4212,56.331
6.437,56.6472
6.4484,57.2828
6.4618,57.4842
6.4718,57.5428
6.5006,58.495
6.5406,59.3154
6.5644,59.4258
6.5848,59.5686
6.6022,61.3228
6.6224,62.0394
6.6378,62.2598
6.656,62.3186
6.72,63.2676
6.732,64.1312
6.7584,64.576
6.8476,64.8986
6.863,65.2754
6.8846,65.53
6.9792,65.6218
6.9902,66.6818
7.031,67.347
7.0722,67.4264
7.089,67.4576
7.1052,67.7382
7.1688,68.1636
7.2,68.1762
7.228,68.8234
7.2706,69.342
7.292,70.4642
7.3064,70.9762
7.353,71.0434
7.395,71.8102
8.1282,73.9476
8.4096,74.246
8.4204,75.044
9.9812,76.3374
9.9932,78.0298
10.0334,78.0966
10.1104,78.116
10.1288,78.8166
10.1466,78.9336
10.1638,79.879
10.1976,79.9928
10.2154,80.6356
10.2478,80.7012
10.2846,81.8284
10.335,82.0366
10.3526,82.7738
10.3636,83.5668
10.3796,84.3498
10.42,84.7992
10.436,85.2328
10.6324,85.45
10.7672,86.1828
10.7868,86.1992
10.7994,86.284
10.816,86.8512
10.8338,86.918
10.8582,87.2338
10.8766,87.25
10.8928,87.8178
10.9078,88.6184
10.9188,88.902
10.9348,90.2186
10.9506,90.7364
10.9618,91.5698
10.9782,92.3702
10.9948,92.5706
11.0338,93.0706
11.2368,94.5542
11.2492,94.6046
11.284,94.6224
21.875,95.1378
21.89,95.3546
21.9068,95.6546
21.9274,96.0566
21.964,96.3052
21.9808,97.6738
22.0054,97.741
22.022,98.3736
22.049,99.241
22.0652,99.2912
22.2882,99.591
22.3246,99.608
22.3904,99.958
22.4376,100.9254
22.6622,100.9754
22.7382,101.5582
22.7812,101.6926
22.8406,101.9084
22.9132,101.994
22.9696,102.378
22.9886,102.476
23.0104,103.4438
23.037,104.026
23.0478,105.8452
23.0992,106.5122
23.1214,107.529
23.2282,107.9464
23.2578,109.8806
23.2754,110.2564
23.484,110.4652
23.497,111.5482
23.52,113.4002
23.5326,113.6
23.5464,113.8004
23.5566,114.233
23.6632,114.8248
23.7916,115.594
23.81,115.659
31.0486,116.5006
31.0618,116.925
31.0862,119.0122
31.112,119.2776
31.1226,120.2708
31.1646,120.813
31.1764,122.54
31.198,122.8228
31.5132,123.5778
31.533,124.0888
31.545,124.579
31.5674,124.6966
31.5836,124.8124
31.5958,124.9988
31.6286,125.4976
31.6478,126.7296
32.0634,126.8468
32.074,127.583
32.0884,127.5972
32.112,127.7306
32.21,128.3894
32.2568,128.4412
32.284,129.2646
32.296,132.4246
32.7954,132.8162
32.8166,133.3506
32.9204,133.562
32.9356,137.3804
33.5474,137.5046
33.5668,138.2184
33.584,138.3548
33.6018,138.5776
33.7678,138.8266
33.8438,139.2062
33.8938,139.462
33.907,140.123
33.949,140.5832
34.1208,140.7528
34.1514,140.7674
34.1642,141.6002
34.4968,142.3222
34.5124,142.647
34.5254,142.7038
34.5404,142.8574
34.5656,143.4246
34.5776,143.6084
