,ISI1,ISI2
0,,
1,0.1454000000000022,
2,0.04639999999999844,
3,0.1980000000000004,
4,0.6677999999999997,
5,0.01839999999999975,
6,0.0940000000000012,
7,0.03140000000000143,
8,0.0113999999999983,
9,0.07120000000000104,
10,0.28859999999999886,
11,0.12959999999999994,
12,0.12519999999999953,
13,0.017800000000001148,
14,0.7841999999999985,
15,0.06020000000000181,
16,3.224,
17,21.3684,
18,0.026799999999994384,
19,0.4240000000000066,
20,0.036999999999999034,
21,0.01719999999999544,
22,0.03020000000000067,
23,9.819000000000003,
24,9.733600000000003,
25,0.0653999999999968,
26,10.374200000000002,
27,183.73219999999998,
28,0.050800000000037926,
29,0.03100000000000591,
30,0.01799999999997226,
31,0.1641999999999939,
32,0.29460000000000264,
33,0.02359999999998763,
34,0.022800000000017917,
35,0.017600000000015825,
36,537.0884000000001,
37,0.14959999999996398,
38,0.021399999999971442,
39,0.026799999999980173,
40,0.010800000000017462,
41,0.010600000000067666,
42,0.02519999999992706,
43,0.025800000000117507,
44,0.010999999999853571,
45,0.051400000000057844,
46,0.3451999999999771,
47,0.04060000000004038,
48,0.3529999999999518,
49,0.10720000000003438,
50,0.16599999999993997,
51,0.014200000000073487,
52,0.05999999999994543,
53,18.05200000000002,
54,6.238799999999969,
55,0.01859999999999218,
56,0.010400000000004184,
57,0.028800000000046566,
58,0.08000000000004093,
59,0.35399999999992815,
60,4.129200000000083,
61,0.042799999999942884,
62,0.06460000000004129,
63,0.02659999999991669,
64,4.98580000000004,
65,0.11620000000004893,
66,34.16019999999992,
67,0.036800000000084765,
68,0.0425999999998794,
69,0.04280000000005657,
70,14.986600000000067,
71,17.05379999999991,
72,51.35500000000002,
73,0.2720000000000482,
74,0.023199999999974352,
75,0.03380000000004202,
76,0.018799999999941974,
77,0.03120000000001255,
78,0.048800000000028376,
79,0.29980000000000473,
80,0.055399999999963256,
81,0.04359999999996944,
82,0.05120000000010805,
83,0.12019999999995434,
84,0.020999999999958163,
85,0.014400000000023283,
86,0.024999999999977263,
87,0.0262000000000171,
88,0.10820000000001073,
89,0.07539999999994507,
90,0.04800000000000182,
91,0.01340000000004693,
92,0.07600000000002183,
93,0.020200000000045293,
94,0.06079999999997199,
95,0.10739999999998417,
96,0.45060000000000855,
97,0.048199999999951615,
98,0.2959999999999354,
99,12.52780000000007,
100,0.027000000000043656,
101,31.012599999999907,
102,0.021800000000098407,
103,0.028599999999983083,
104,0.04660000000001219,
105,0.013599999999883039,
106,0.025600000000054024,
107,0.06920000000002346,
108,0.047400000000038744,
109,0.033999999999991815,
110,0.16099999999994452,
111,122.71900000000005,
112,122.83259999999996,
113,0.0340000000001055,
114,0.043199999999842476,
115,0.01700000000005275,
116,2.9926000000000386,
117,0.027599999999893043,
118,0.38540000000011787,
119,5.113799999999856,
120,0.019800000000032014,
121,0.04320000000006985,
122,0.1148000000000593,
123,3.4728000000000065,
124,0.21720000000004802,
125,0.07579999999984466,
126,0.02140000000008513,
127,0.07240000000001601,
128,0.6641999999999371,
129,0.33140000000003056,
130,0.04860000000007858,
131,0.019599999999854845,
132,0.08240000000000691,
133,0.016800000000102955,
134,0.03099999999994907,
135,0.01880000000005566,
136,0.06979999999998654,
137,0.03739999999993415,
138,0.04719999999997526,
139,0.0645999999999276,
140,0.17840000000001055,
141,0.17060000000014952,
142,10.782400000000052,
143,0.0991999999998825,
144,0.027000000000043656,
145,0.02179999999998472,
146,0.05079999999998108,
147,0.1330000000000382,
148,0.08580000000006294,
149,0.17239999999992506,
150,0.07019999999988613,
151,0.05540000000019063,
152,182.1085999999998,
153,3.5730000000000928,
154,458.0896,
155,0.08520000000021355,
156,0.06779999999980646,
157,0.6140000000000327,
158,0.07780000000002474,
159,1.106800000000021,
160,2.976399999999785,
161,0.08680000000003929,
162,0.04719999999997526,
163,0.03320000000030632,
164,4.574999999999818,
165,3.475599999999986,
166,7.282999999999902,
167,0.04240000000004329,
168,0.9872000000000298,
169,0.12239999999997053,
170,2.7180000000000746,
171,0.010600000000067666,
172,0.04259999999999309,
173,2.601199999999835,
174,0.04539999999997235,
175,0.02320000000008804,
176,0.03440000000000509,
177,1.7221999999999298,
178,2.0720000000001164,
179,0.041600000000016735,
180,0.14039999999999964,
181,5.001399999999876,
182,0.04680000000007567,
183,0.02680000000009386,
184,0.02119999999990796,
185,0.49240000000008877,
186,0.10859999999979664,
187,2.2952000000000226,
188,0.045400000000199725,
189,0.3550000000000182,
190,0.44299999999975626,
191,3.8840000000000146,
192,1.4020000000000437,
193,3.2269999999998618,
194,0.49040000000013606,
195,0.05079999999998108,
196,0.09020000000009532,
197,0.09539999999992688,
198,0.016000000000076398,
199,0.027599999999893043,
200,0.03600000000005821,
201,0.015599999999949432,
202,0.02500000000009095,
203,0.09539999999992688,
204,0.019400000000132422,
205,0.02479999999991378,
206,0.030600000000049477,
207,0.025200000000040745,
208,0.049999999999954525,
209,0.011799999999993815,
210,0.016200000000026193,
211,0.010199999999940701,
212,0.012799999999970169,
213,0.036200000000008004,
214,0.010800000000017462,
215,0.09360000000015134,
216,0.010399999999890497,
217,0.01639999999997599,
218,0.020199999999931606,
219,0.059799999999995634,
220,0.024599999999963984,
221,0.03920000000016444,
222,0.014799999999922875,
223,0.06639999999993051,
224,0.028400000000146974,
225,0.05039999999985412,
226,0.024200000000064392,
227,0.055200000000240834,
228,0.01139999999986685,
229,0.07079999999996289,
230,0.014599999999973079,
231,0.027000000000043656,
232,0.45100000000002183,
233,0.3402000000000953,
234,0.06239999999979773,
235,0.03819999999996071,
