,Frequency1,Frequency2
0,0.0,0.26666666666666666
1,0.4666666666666667,0.13333333333333333
2,0.16666666666666666,0.06666666666666668
3,0.15,3.25
4,0.0,0.0
5,3.333333333333333,2.1333333333333333
6,2.2333333333333334,0.06666666666666668
7,0.35,0.016666666666666666
8,0.03333333333333333,0.03333333333333333
9,0.75,1.5166666666666666
10,3.6,0.03333333333333333
11,0.45,0.3
12,0.6666666666666666,0.08333333333333333
13,2.933333333333333,0.03333333333333333
14,0.5,0.4
15,4.883333333333334,7.35
16,0.3,0.35
17,0.0,0.016666666666666666
18,0.0,0.0
19,0.016666666666666666,0.03333333333333333
20,0.0,5.7333333333333325
21,3.45,0.21666666666666667
22,5.683333333333334,3.733333333333333
23,0.0,0.03333333333333333
24,0.3,0.06666666666666668
25,0.26666666666666666,0.03333333333333333
26,0.18333333333333326,0.016666666666666666
27,0.7166666666666667,0.0
28,0.45,0.4
29,0.08333333333333333,0.0
30,0.5,0.85
31,9.3,6.9
32,4.616666666666666,5.466666666666668
33,0.08333333333333333,0.3
34,0.05,0.21666666666666667
35,0.43333333333333335,1.0666666666666669
36,2.0166666666666666,2.8666666666666667
37,0.9666666666666668,1.2666666666666666
38,0.0,0.0
39,2.9,1.3833333333333333
40,4.516666666666667,4.366666666666666
41,3.1166666666666667,0.0
42,0.16666666666666666,0.0
43,0.4166666666666667,0.2
44,2.1333333333333333,0.5333333333333333
45,0.7833333333333333,0.13333333333333333
46,4.283333333333333,3.433333333333333
47,0.13333333333333333,0.4166666666666667
48,0.03333333333333333,0.03333333333333333
49,0.0,0.0
50,2.4,0.9
51,1.8,0.85
52,1.4666666666666666,0.5666666666666667
53,0.0,0.15
54,1.9666666666666663,10.366666666666667
55,2.533333333333333,0.85
56,0.0,0.03333333333333333
57,0.3333333333333333,0.4166666666666667
58,0.35,2.683333333333333
59,1.4166666666666667,1.4666666666666666
60,0.3,0.36666666666666653
61,1.5333333333333334,1.7833333333333334
62,1.2166666666666666,1.5
63,5.366666666666666,6.283333333333332
64,2.25,0.06666666666666668
65,1.6,1.8
66,4.583333333333333,18.916666666666668
67,0.7833333333333333,9.0
68,0.0,2.45
69,0.0,0.016666666666666666
70,0.2833333333333333,1.9
71,0.05,11.05
72,1.9833333333333332,8.3
73,0.016666666666666666,0.08333333333333333
74,0.0,0.06666666666666668
75,21.6,15.616666666666667
76,29.66666666666667,22.25
77,24.5,16.1
78,21.08333333333333,15.4
79,17.75,16.316666666666666
80,1.5666666666666669,1.85
81,3.4,5.566666666666666
82,5.95,5.266666666666667
83,2.1166666666666667,4.3
84,0.03333333333333333,0.21666666666666667
85,0.7333333333333333,1.1333333333333333
86,2.333333333333333,0.06666666666666668
87,0.0,0.0
88,1.0666666666666669,0.6666666666666666
89,0.31666666666666665,0.7166666666666667
90,0.016666666666666666,1.1333333333333333
91,0.9,1.6833333333333331
92,2.75,0.18333333333333326
93,0.6666666666666666,0.7166666666666667
94,0.2333333333333333,0.2833333333333333
95,1.7166666666666666,2.3
96,0.7333333333333333,0.6833333333333333
97,0.016666666666666666,0.43333333333333335
98,0.8333333333333334,1.7166666666666666
99,0.0,0.016666666666666666
100,0.06666666666666668,0.0
101,0.0,0.0
102,0.0,0.0
103,0.0,0.05
104,1.5666666666666669,0.9
105,0.0,0.0
106,0.0,0.0
107,0.0,0.0
108,0.5833333333333334,0.0
109,5.133333333333334,4.333333333333333
110,6.083333333333332,4.616666666666666
111,5.266666666666667,5.233333333333333
112,4.233333333333333,5.183333333333334
113,1.0833333333333333,2.3833333333333333
114,6.416666666666668,5.683333333333334
115,0.9,0.95
116,0.5,0.03333333333333333
117,1.85,0.08333333333333333
118,0.06666666666666668,0.0
119,5.383333333333334,2.6666666666666665
120,4.716666666666667,2.45
121,9.683333333333334,8.283333333333333
122,0.03333333333333333,0.0
123,0.0,0.0
124,0.0,0.0
125,0.15,0.2
126,2.0166666666666666,0.7333333333333333
127,2.0,2.5
128,0.06666666666666668,0.18333333333333326
129,0.0,0.08333333333333333
130,0.0,0.16666666666666666
131,0.6,1.5166666666666666
132,4.15,4.566666666666666
133,0.95,0.7166666666666667
134,0.0,0.0
135,0.4666666666666667,2.2333333333333334
136,0.43333333333333335,2.4833333333333334
137,1.1666666666666667,3.633333333333333
138,7.716666666666668,7.2333333333333325
139,1.7,1.45
140,0.11666666666666667,0.016666666666666666
141,0.0,0.0
142,0.0,0.03333333333333333
143,0.0,0.03333333333333333
144,0.11666666666666667,0.08333333333333333
145,4.5,0.1
146,1.2333333333333334,0.2
147,1.4166666666666667,0.2
148,3.3666666666666667,1.3
149,0.6,0.0
150,0.2833333333333333,0.0
151,32.98333333333333,0.85
152,20.916666666666668,0.35
153,1.9,1.3833333333333333
154,1.4,1.9666666666666663
155,6.116666666666666,1.9
156,1.9833333333333332,2.7333333333333334
157,1.3166666666666669,0.03333333333333333
158,0.36666666666666653,0.0
159,0.7333333333333333,0.0
160,0.03333333333333333,0.0
161,0.18333333333333326,0.0
162,0.4,0.0
163,1.0166666666666666,0.0
164,9.216666666666667,3.2
165,2.2666666666666666,0.8333333333333334
166,3.816666666666667,1.4333333333333331
167,1.15,1.1333333333333333
168,1.1,0.5666666666666667
169,2.2,2.6333333333333333
170,0.4833333333333333,0.4833333333333333
171,3.5166666666666666,0.2
172,2.466666666666667,2.55
173,2.316666666666667,0.5333333333333333
174,0.2833333333333333,0.2
175,0.2333333333333333,0.0
176,0.0,0.0
177,1.35,0.1
178,0.03333333333333333,0.016666666666666666
179,0.4666666666666667,0.25
180,0.0,0.0
181,0.0,0.0
182,0.0,0.016666666666666666
183,6.05,1.9166666666666667
184,7.933333333333334,5.033333333333333
185,3.5166666666666666,4.85
186,0.3333333333333333,1.15
187,0.35,0.7166666666666667
188,2.05,0.6833333333333333
189,0.9333333333333332,1.9333333333333331
190,6.416666666666668,3.8666666666666663
191,10.966666666666667,5.716666666666668
192,14.8,5.916666666666668
193,9.983333333333333,2.9166666666666665
194,9.95,4.5
195,14.033333333333333,3.8
196,13.016666666666667,5.216666666666667
197,10.066666666666666,4.233333333333333
198,13.533333333333333,3.8333333333333335
199,10.883333333333333,2.1333333333333333
200,8.866666666666667,1.9333333333333331
201,11.066666666666665,2.8666666666666667
202,13.05,3.583333333333333
203,6.966666666666668,2.1
204,7.5,2.9
205,9.05,2.85
206,6.966666666666668,4.45
207,4.116666666666666,3.35
208,0.18333333333333326,0.016666666666666666
209,4.933333333333334,1.0
210,2.0,0.43333333333333335
211,2.05,1.2
212,4.433333333333334,3.316666666666667
213,1.0333333333333334,0.6666666666666666
214,3.9166666666666665,4.083333333333333
215,0.016666666666666666,0.11666666666666667
216,1.2166666666666666,2.1
217,4.9,6.783333333333332
218,2.1166666666666667,1.4333333333333331
219,0.03333333333333333,0.15
220,0.75,1.5666666666666669
